timestamp,cpu_usage,memory_usage,disk_usage,network_sent,network_received
2024-10-27 00:15:42.493534,0.5,25.9,1.2,5998,9847
2024-10-27 00:15:44.493835,0.0,25.9,1.2,5998,9847
2024-10-27 00:15:46.494114,0.0,25.9,1.2,5998,9847
2024-10-27 00:15:48.493778,0.0,25.9,1.2,5998,9847
2024-10-27 00:15:50.493325,0.0,25.9,1.2,5998,9847
2024-10-27 00:15:52.493316,1.0,25.9,1.2,5998,9847
2024-10-27 00:15:54.493337,0.0,25.9,1.2,5998,9847
2024-10-27 00:15:56.493610,8.3,26.2,1.2,6790,11656
2024-10-27 00:15:58.493291,2.3,25.7,1.2,7343,11920
2024-10-27 00:16:00.493270,0.2,25.7,1.2,7343,11920
2024-10-27 00:16:02.493166,0.3,25.7,1.2,7343,11920
2024-10-27 00:16:04.493638,0.2,25.7,1.2,7343,11920
2024-10-27 00:16:06.493866,0.0,25.7,1.2,7343,11920
2024-10-27 00:16:08.493462,0.0,25.7,1.2,7343,11920
2024-10-27 00:16:10.493538,1.5,25.7,1.2,7343,11920
2024-10-27 00:16:12.493439,0.3,25.7,1.2,7343,11920
2024-10-27 00:16:14.493654,0.0,25.7,1.2,7343,11920
2024-10-27 00:16:16.493447,0.0,25.7,1.2,7343,11920
2024-10-27 00:16:18.493273,0.0,25.7,1.2,7343,11920
2024-10-27 00:16:20.493379,1.5,25.7,1.2,7343,11920
2024-10-27 00:16:22.493467,1.0,25.8,1.2,7343,11920
2024-10-27 00:16:24.493476,0.0,25.8,1.2,7343,11920
2024-10-27 00:16:26.493333,0.0,25.8,1.2,7343,11920
2024-10-27 00:16:28.493348,0.0,25.8,1.2,7343,11920
2024-10-27 00:16:30.493219,2.8,25.8,1.2,7343,11920
