timestamp,cpu_usage,memory_usage,disk_usage,network_sent,network_received
2024-10-27 00:32:04.964311,0.0,26.3,1.2,0,1572
2024-10-27 00:32:06.964239,24.8,26.9,1.2,0,1614
2024-10-27 00:32:08.964165,25.3,26.9,1.2,0,1614
2024-10-27 00:32:10.964424,28.6,26.9,1.2,0,1614
2024-10-27 00:32:12.964299,26.5,26.9,1.2,0,1614
2024-10-27 00:32:14.964177,25.0,26.9,1.2,0,1614
2024-10-27 00:32:16.964306,25.1,26.9,1.2,0,1614
2024-10-27 00:32:18.964231,25.2,26.9,1.2,0,1614
2024-10-27 00:32:20.964252,29.0,26.9,1.2,0,1614
2024-10-27 00:32:22.964299,26.3,26.9,1.2,0,1614
2024-10-27 00:32:24.964289,25.0,26.9,1.2,0,1614
2024-10-27 00:32:26.964339,25.2,26.9,1.2,0,1614
2024-10-27 00:32:28.964346,25.4,26.9,1.2,0,1614
2024-10-27 00:32:30.964610,28.8,26.9,1.2,0,1614
2024-10-27 00:32:32.964321,34.2,26.9,1.2,0,1614
2024-10-27 00:32:34.964142,25.0,26.9,1.2,0,1614
2024-10-27 00:32:36.964330,25.3,26.9,1.2,0,1614
2024-10-27 00:32:38.964386,25.4,26.9,1.2,0,1614
2024-10-27 00:32:40.964328,28.3,27.0,1.2,0,1614
2024-10-27 00:32:42.965259,25.5,27.0,1.2,0,1614
2024-10-27 00:32:44.971956,26.0,27.0,1.2,0,1614
2024-10-27 00:32:46.964432,25.3,27.0,1.2,0,1614
2024-10-27 00:32:48.964297,25.1,27.0,1.2,0,1614
2024-10-27 00:32:50.964285,30.1,27.0,1.2,0,1614
2024-10-27 00:32:52.964376,26.1,27.1,1.2,0,1614
2024-10-27 00:32:54.964236,25.0,27.1,1.2,0,1614
2024-10-27 00:32:56.964359,25.6,27.1,1.2,0,1614
2024-10-27 00:32:58.964913,25.2,27.1,1.2,0,1614
2024-10-27 00:33:00.964437,27.5,27.1,1.2,0,1614
2024-10-27 00:33:02.964392,25.9,27.1,1.2,0,1614
2024-10-27 00:33:04.964209,25.0,27.1,1.2,0,1614
2024-10-27 00:33:06.964163,25.1,27.1,1.2,0,1614
2024-10-27 00:33:08.964171,25.2,27.1,1.2,0,1614
2024-10-27 00:33:10.964306,29.5,27.1,1.2,0,1614
2024-10-27 00:33:12.964245,26.1,27.1,1.2,0,1614
2024-10-27 00:33:14.964376,25.0,27.1,1.2,0,1614
2024-10-27 00:33:16.964420,25.1,27.1,1.2,0,1614
2024-10-27 00:33:18.964314,25.2,27.1,1.2,0,1614
2024-10-27 00:33:20.964233,28.9,26.9,1.2,0,1614
2024-10-27 00:33:22.964292,26.4,26.9,1.2,0,1614
2024-10-27 00:33:24.964394,25.0,26.9,1.2,0,1614
2024-10-27 00:33:26.964324,25.0,26.9,1.2,0,1614
2024-10-27 00:33:28.964391,25.0,26.9,1.2,0,1614
2024-10-27 00:33:30.964350,30.0,26.6,1.2,0,1614
2024-10-27 00:33:32.964452,26.7,26.6,1.2,0,1614
2024-10-27 00:33:34.964366,24.8,26.6,1.2,0,1614
2024-10-27 00:33:36.964402,25.0,26.6,1.2,0,1614
2024-10-27 00:33:38.964313,25.1,26.6,1.2,0,1614
2024-10-27 00:33:40.964190,27.4,26.6,1.2,0,1614
2024-10-27 00:33:42.964229,26.5,26.6,1.2,0,1614
2024-10-27 00:33:44.964137,25.0,26.6,1.2,0,1614
2024-10-27 00:33:46.964245,25.2,26.6,1.2,0,1614
2024-10-27 00:33:48.964166,25.1,26.6,1.2,0,1614
2024-10-27 00:33:50.964142,28.5,26.6,1.2,0,1614
2024-10-27 00:33:52.964264,25.7,26.6,1.2,0,1614
2024-10-27 00:33:54.964296,25.0,26.6,1.2,0,1614
2024-10-27 00:33:56.964212,25.6,26.6,1.2,0,1614
2024-10-27 00:33:58.964351,25.2,26.6,1.2,0,1614
2024-10-27 00:34:00.964256,28.4,26.7,1.2,0,1614
2024-10-27 00:34:02.964302,26.3,26.7,1.2,0,1614
2024-10-27 00:34:04.964160,25.4,26.7,1.2,0,1614
2024-10-27 00:34:06.964228,26.1,26.7,1.2,0,1614
2024-10-27 00:34:08.964176,25.6,26.7,1.2,0,1614
2024-10-27 00:34:10.964208,28.1,26.7,1.2,0,1614
2024-10-27 00:34:12.964332,26.1,26.7,1.2,0,1614
2024-10-27 00:34:14.964197,25.7,26.7,1.2,0,1614
2024-10-27 00:34:16.964274,25.6,26.7,1.2,0,1614
2024-10-27 00:34:18.964287,25.6,26.7,1.2,0,1614
2024-10-27 00:34:20.964279,28.2,26.7,1.2,0,1614
2024-10-27 00:34:22.964250,25.9,26.7,1.2,0,1614
2024-10-27 00:34:24.964321,25.2,26.7,1.2,0,1614
2024-10-27 00:34:26.964300,25.2,26.7,1.2,0,1614
2024-10-27 00:34:28.964347,25.6,26.7,1.2,0,1614
2024-10-27 00:34:30.964396,29.1,26.7,1.2,0,1614
2024-10-27 00:34:32.964258,26.3,26.7,1.2,0,1614
2024-10-27 00:34:34.964132,26.4,26.7,1.2,0,1614
2024-10-27 00:34:36.964219,25.4,26.7,1.2,0,1614
2024-10-27 00:34:38.964344,25.7,26.7,1.2,0,1614
2024-10-27 00:34:40.964364,28.7,26.7,1.2,0,1614
2024-10-27 00:34:42.964377,25.7,26.7,1.2,0,1614
2024-10-27 00:34:44.964598,25.0,26.7,1.2,0,1614
2024-10-27 00:34:46.964395,25.2,26.7,1.2,0,1614
2024-10-27 00:34:48.964413,25.2,26.7,1.2,0,1614
2024-10-27 00:34:50.964356,28.7,26.7,1.2,0,1614
2024-10-27 00:34:52.964373,26.6,26.7,1.2,0,1614
2024-10-27 00:34:54.964398,25.2,26.7,1.2,0,1614
2024-10-27 00:34:56.964275,26.0,26.7,1.2,0,1614
2024-10-27 00:34:58.964393,25.6,26.7,1.2,0,1614
2024-10-27 00:35:00.964370,29.2,26.7,1.2,0,1614
2024-10-27 00:35:02.964378,25.1,26.7,1.2,0,1614
2024-10-27 00:35:04.964220,25.2,26.7,1.2,0,1614
2024-10-27 00:35:06.964175,25.0,26.7,1.2,0,1614
2024-10-27 00:35:08.964211,25.0,26.7,1.2,0,1614
2024-10-27 00:35:10.964254,27.8,26.7,1.2,0,1614
