timestamp,cpu_usage,memory_usage,disk_usage,network_sent,network_received
2024-10-27 01:02:13.087713,3.0,26.3,1.2,3093,2914
2024-10-27 01:02:18.087379,0.0,26.6,1.2,3093,2956
2024-10-27 01:02:23.087228,10.1,28.1,1.2,3093,2956
2024-10-27 01:02:28.087234,0.5,26.9,1.2,3093,2956
2024-10-27 01:02:33.095386,0.0,26.9,1.2,3093,2956
