timestamp,cpu_usage,memory_usage,disk_usage,network_sent,network_received
2024-10-27 00:14:44.257550,25.0,25.8,1.2,0,1088
2024-10-27 00:14:46.257362,25.0,25.8,1.2,0,1088
2024-10-27 00:14:48.257384,25.0,25.8,1.2,0,1088
2024-10-27 00:14:50.257281,28.6,25.8,1.2,0,1088
2024-10-27 00:14:52.257204,27.7,25.8,1.2,0,1088
2024-10-27 00:14:54.257234,24.8,25.8,1.2,0,1088
2024-10-27 00:14:56.257264,26.6,26.4,1.2,0,1088
2024-10-27 00:14:58.257250,36.7,25.9,1.2,0,1088
2024-10-27 00:15:00.257309,28.4,25.9,1.2,0,1088
2024-10-27 00:15:02.257215,26.0,25.9,1.2,0,1088
2024-10-27 00:15:04.257217,25.2,25.9,1.2,0,1088
2024-10-27 00:15:06.257242,25.2,25.9,1.2,0,1088
2024-10-27 00:15:08.257110,25.6,25.9,1.2,0,1088
2024-10-27 00:15:10.257358,28.3,25.9,1.2,0,1088
2024-10-27 00:15:12.257768,0.8,25.8,1.2,0,1088
2024-10-27 00:15:14.257449,0.0,25.8,1.2,0,1088
2024-10-27 00:15:16.257880,0.0,25.8,1.2,0,1088
2024-10-27 00:15:18.257429,0.0,25.8,1.2,0,1088
2024-10-27 00:15:20.257353,3.5,25.8,1.2,0,1088
2024-10-27 00:15:22.257511,0.5,25.8,1.2,0,1088
2024-10-27 00:15:24.257989,0.2,25.8,1.2,0,1088
2024-10-27 00:15:26.257992,0.0,25.8,1.2,0,1088
2024-10-27 00:15:28.257635,0.0,25.8,1.2,0,1088
2024-10-27 00:15:30.257485,3.5,25.8,1.2,0,1088
2024-10-27 00:15:32.257289,1.2,25.8,1.2,0,1088
2024-10-27 00:15:34.257881,0.2,25.8,1.2,0,1088
2024-10-27 00:15:36.257452,0.0,25.8,1.2,0,1088
2024-10-27 00:15:38.257477,0.0,25.8,1.2,0,1088
2024-10-27 00:15:40.257370,4.0,25.8,1.2,0,1088
2024-10-27 00:15:42.257726,1.3,25.9,1.2,0,1088
2024-10-27 00:15:44.257435,0.0,25.9,1.2,0,1088
2024-10-27 00:15:46.257496,0.0,25.9,1.2,0,1088
2024-10-27 00:15:48.257604,0.2,25.9,1.2,0,1088
2024-10-27 00:15:50.258114,3.2,25.9,1.2,0,1088
2024-10-27 00:15:52.257452,1.5,25.9,1.2,0,1088
2024-10-27 00:15:54.257475,0.0,25.9,1.2,0,1088
2024-10-27 00:15:56.257736,2.5,26.2,1.2,0,1088
2024-10-27 00:15:58.257244,8.0,25.7,1.2,0,1088
2024-10-27 00:16:00.257513,3.0,25.7,1.2,0,1088
2024-10-27 00:16:02.257965,1.5,25.7,1.2,0,1088
2024-10-27 00:16:04.257798,0.0,25.7,1.2,0,1088
2024-10-27 00:16:06.257713,0.0,25.7,1.2,0,1088
2024-10-27 00:16:08.257746,0.0,25.7,1.2,0,1088
2024-10-27 00:16:10.257341,3.5,25.7,1.2,0,1088
2024-10-27 00:16:12.257947,1.2,25.7,1.2,0,1088
2024-10-27 00:16:14.257333,0.0,25.7,1.2,0,1088
2024-10-27 00:16:16.257258,0.0,25.7,1.2,0,1088
2024-10-27 00:16:18.257319,0.0,25.7,1.2,0,1088
2024-10-27 00:16:20.257270,2.0,25.7,1.2,0,1088
2024-10-27 00:16:22.257213,1.2,25.8,1.2,0,1088
2024-10-27 00:16:24.257169,0.0,25.8,1.2,0,1088
2024-10-27 00:16:26.257237,0.0,25.8,1.2,0,1088
2024-10-27 00:16:28.257210,0.0,25.8,1.2,0,1088
2024-10-27 00:16:30.257393,3.3,25.8,1.2,0,1088
