timestamp,cpu_usage,memory_usage,disk_usage,network_sent,network_received
2024-10-27 00:13:16.257426,0.0,25.3,1.2,0,1046
2024-10-27 00:13:18.257324,12.5,25.3,1.2,0,1046
2024-10-27 00:13:20.257352,3.8,25.3,1.2,0,1046
2024-10-27 00:13:22.257407,23.3,26.0,1.2,0,1088
2024-10-27 00:13:24.258059,0.2,25.5,1.2,0,1088
2024-10-27 00:13:26.257497,0.0,25.5,1.2,0,1088
2024-10-27 00:13:28.258003,6.4,25.5,1.2,0,1088
2024-10-27 00:13:30.257440,3.5,25.5,1.2,0,1088
2024-10-27 00:13:32.257286,1.2,25.5,1.2,0,1088
2024-10-27 00:13:34.257240,11.7,25.5,1.2,0,1088
2024-10-27 00:13:36.257165,25.2,25.5,1.2,0,1088
2024-10-27 00:13:38.257643,25.4,25.5,1.2,0,1088
2024-10-27 00:13:40.257936,29.4,25.5,1.2,0,1088
2024-10-27 00:13:42.257391,25.2,25.5,1.2,0,1088
2024-10-27 00:13:44.257355,25.2,25.5,1.2,0,1088
2024-10-27 00:13:46.257549,24.8,25.5,1.2,0,1088
2024-10-27 00:13:48.257295,25.4,25.5,1.2,0,1088
2024-10-27 00:13:50.257384,28.3,25.5,1.2,0,1088
2024-10-27 00:13:52.257257,26.3,25.5,1.2,0,1088
2024-10-27 00:13:54.257231,25.2,25.5,1.2,0,1088
2024-10-27 00:13:56.258174,26.7,26.2,1.2,0,1088
2024-10-27 00:13:58.257297,35.3,25.7,1.2,0,1088
2024-10-27 00:14:00.257284,28.8,25.7,1.2,0,1088
2024-10-27 00:14:02.257162,26.2,25.7,1.2,0,1088
2024-10-27 00:14:04.257098,25.0,25.7,1.2,0,1088
2024-10-27 00:14:06.257276,25.4,25.7,1.2,0,1088
2024-10-27 00:14:08.257250,25.3,25.7,1.2,0,1088
2024-10-27 00:14:10.257388,28.1,25.7,1.2,0,1088
2024-10-27 00:14:12.257253,26.0,25.7,1.2,0,1088
2024-10-27 00:14:14.257241,25.0,25.8,1.2,0,1088
2024-10-27 00:14:16.257216,25.0,25.8,1.2,0,1088
2024-10-27 00:14:18.257243,25.2,25.8,1.2,0,1088
2024-10-27 00:14:20.257360,27.4,25.8,1.2,0,1088
2024-10-27 00:14:22.257228,26.2,25.8,1.2,0,1088
2024-10-27 00:14:24.257166,25.0,25.8,1.2,0,1088
2024-10-27 00:14:26.257243,25.2,25.8,1.2,0,1088
2024-10-27 00:14:28.257245,25.1,25.8,1.2,0,1088
2024-10-27 00:14:30.259018,28.1,25.8,1.2,0,1088
2024-10-27 00:14:32.257368,26.6,25.8,1.2,0,1088
2024-10-27 00:14:34.257829,25.0,25.8,1.2,0,1088
2024-10-27 00:14:36.257359,25.4,25.8,1.2,0,1088
2024-10-27 00:14:38.257253,24.9,25.8,1.2,0,1088
2024-10-27 00:14:40.257251,27.8,25.8,1.2,0,1088
2024-10-27 00:14:42.257161,26.2,25.8,1.2,0,1088
